0, 25
1, 28
2, 34
3, 34
4, 34
5, 25
6, 36
7, 31
8, 38
9, 32
10, 32
11, 38
12, 32
13, 35
14, 34
15, 31
16, 36
17, 38
18, 36
19, 41
20, 35
21, 37
22, 36
23, 36
24, 36
25, 36
26, 39
27, 38
28, 36
29, 38
30, 38
31, 35
32, 40
33, 38
34, 37
35, 33
36, 34
37, 34
38, 35
39, 38
40, 32
41, 41
42, 39
43, 40
44, 37
45, 39
46, 40
47, 40
48, 40
49, 40
50, 41
51, 37
52, 39
53, 41
54, 40
55, 40
56, 39
57, 41
58, 41
59, 42
60, 39
61, 39
62, 42
63, 38
64, 37
65, 40
66, 38
67, 39
68, 38
69, 37
70, 38
71, 38
72, 37
73, 39
74, 31
75, 39
76, 40
77, 38
78, 42
79, 39
80, 36
81, 37
82, 39
83, 38
84, 38
85, 32
86, 39
87, 38
88, 38
89, 26
90, 37
91, 38
92, 38
93, 38
94, 39
95, 39
96, 38
97, 40
98, 36
99, 37
100, 38
101, 42
102, 41
103, 36
104, 41
105, 38
106, 38
107, 39
108, 38
109, 35
110, 37
111, 38
112, 38
113, 37
114, 39
115, 37
116, 39
117, 41
118, 41
119, 39
120, 39
121, 38
122, 40
123, 42
124, 41
125, 42
126, 42
127, 38
128, 40
129, 39
130, 42
131, 41
132, 41
133, 39
134, 40
135, 41
136, 41
137, 43
138, 38
139, 43
140, 40
141, 38
142, 36
143, 40
144, 38
145, 38
146, 41
147, 41
148, 44
149, 43
150, 39
151, 41
152, 42
153, 35
154, 42
155, 42
156, 41
157, 42
158, 40
159, 40
160, 39
161, 40
162, 41
163, 41
164, 42
165, 32
166, 18
167, 28
168, 32
169, 32
170, 34
171, 30
172, 33
173, 34
174, 34
175, 28
176, 14
177, 25
178, 26
179, 28
180, 31
181, 33
182, 34
183, 35
184, 32
185, 32
186, 36
187, 35
188, 33
189, 34
190, 32
191, 33
192, 34
193, 36
194, 37
195, 34
196, 39
197, 38
198, 39
199, 35
200, 38
201, 37
202, 40
203, 36
204, 35
205, 37
206, 35
207, 38
208, 39
209, 39
210, 40
211, 39
212, 41
213, 39
214, 39
215, 38
216, 40
217, 38
218, 40
219, 42
220, 38
221, 41
222, 40
223, 40
224, 41
225, 37
226, 37
227, 40
228, 42
229, 41
230, 41
231, 40
232, 36
233, 33
234, 40
235, 40
236, 40
237, 41
238, 37
239, 43
240, 37
241, 43
242, 43
243, 39
244, 41
245, 40
246, 43
247, 44
248, 38
249, 42
250, 42
251, 38
252, 41
253, 43
254, 42
255, 41
256, 42
257, 41
258, 36
259, 42
260, 40
261, 43
262, 42
263, 45
264, 41
265, 43
266, 42
267, 42
268, 41
269, 44
270, 43
271, 42
272, 41
273, 42
274, 43
275, 42
276, 42
277, 42
278, 41
279, 41
280, 41
281, 41
282, 34
283, 20
284, 33
285, 41
286, 40
287, 42
288, 42
289, 42
290, 41
291, 39
292, 42
293, 43
294, 38
295, 40
296, 39
297, 40
298, 41
299, 41
300, 39
301, 42
302, 42
303, 41
304, 39
305, 42
306, 43
307, 39
308, 37
309, 42
310, 41
311, 40
312, 42
313, 41
314, 41
315, 41
316, 41
317, 41
318, 39
319, 41
320, 39
321, 42
322, 41
323, 41
324, 40
325, 41
326, 42
327, 40
328, 42
329, 41
330, 40
331, 40
332, 41
333, 37
334, 40
335, 41
336, 41
337, 43
338, 44
339, 40
340, 39
341, 38
342, 40
343, 40
344, 41
345, 41
346, 38
347, 42
348, 39
349, 42
350, 40
351, 42
352, 42
353, 42
354, 36
355, 41
356, 41
357, 40
358, 41
359, 40
360, 40
361, 41
362, 41
363, 41
364, 41
365, 43
366, 43
367, 43
368, 43
369, 41
370, 42
371, 40
372, 42
373, 42
374, 41
375, 43
376, 44
377, 42
378, 39
379, 42
380, 39
381, 42
382, 41
383, 37
384, 41
385, 41
386, 40
387, 42
388, 40
389, 38
390, 35
391, 25
392, 13
393, 18
394, 16
395, 24
396, 25
397, 31
398, 25
399, 25
400, 26
401, 29
402, 30
403, 32
404, 31
405, 26
406, 36
407, 31
408, 32
409, 31
410, 29
411, 32
412, 34
413, 32
414, 33
415, 33
416, 32
417, 32
418, 35
419, 37
420, 39
421, 34
422, 39
423, 39
424, 36
425, 38
426, 36
427, 36
428, 34
429, 38
430, 35
431, 41
432, 40
433, 40
434, 40
435, 41
436, 42
437, 40
438, 35
439, 40
440, 40
441, 41
442, 38
443, 38
444, 27
445, 34
446, 42
447, 39
448, 37
449, 37
450, 41
451, 37
452, 40
453, 36
454, 39
455, 41
456, 40
457, 41
458, 37
459, 35
460, 42
461, 39
462, 39
463, 40
464, 42
465, 41
466, 36
467, 36
468, 40
469, 40
470, 38
471, 20
472, 35
473, 41
474, 38
475, 39
476, 41
477, 41
478, 43
479, 42
480, 43
481, 43
482, 43
483, 41
484, 43
485, 43
486, 43
487, 44
488, 44
489, 43
490, 46
491, 45
492, 45
493, 42
494, 43
495, 41
496, 43
497, 41
498, 45
499, 42
500, 42
501, 44
502, 42
503, 45
504, 40
505, 41
506, 43
507, 43
508, 44
509, 42
510, 45
511, 40
512, 42
513, 42
514, 40
515, 45
516, 46
517, 41
518, 43
519, 39
520, 42
521, 7
