0, 35
1, 37
2, 53
3, 61
4, 64
5, 70
6, 46
7, 73
8, 89
9, 95
10, 102
11, 94
12, 94
13, 97
14, 72
15, 95
16, 108
17, 106
18, 110
19, 67
20, 74
21, 111
22, 94
23, 125
24, 127
25, 119
26, 125
27, 116
28, 92
29, 118
30, 74
31, 129
32, 129
33, 114
34, 108
35, 91
36, 119
37, 141
38, 145
39, 154
40, 151
41, 149
42, 148
43, 119
44, 148
45, 138
46, 132
47, 111
48, 128
49, 127
50, 138
51, 133
52, 137
53, 142
54, 146
55, 143
56, 144
57, 139
58, 147
59, 149
60, 118
61, 155
62, 154
63, 153
64, 151
65, 155
66, 150
67, 160
68, 154
69, 158
70, 155
71, 149
72, 148
73, 108
74, 97
75, 151
76, 155
77, 150
78, 155
79, 160
80, 141
81, 142
82, 154
83, 158
84, 149
85, 158
86, 151
87, 144
88, 156
89, 155
90, 157
91, 165
92, 153
93, 149
94, 96
95, 63
96, 143
97, 147
98, 161
99, 159
100, 166
101, 147
102, 161
103, 156
104, 150
105, 151
106, 152
107, 157
108, 136
109, 155
110, 154
111, 155
112, 152
113, 143
114, 153
115, 134
116, 159
117, 156
118, 160
119, 156
120, 149
121, 163
122, 156
123, 165
124, 164
125, 168
126, 164
127, 157
128, 129
129, 163
130, 160
131, 162
132, 156
133, 161
134, 159
135, 122
136, 156
137, 159
138, 163
139, 163
140, 164
141, 122
142, 81
143, 156
144, 157
145, 167
146, 172
147, 179
148, 114
149, 162
150, 166
151, 167
152, 143
153, 162
154, 177
155, 173
156, 175
157, 183
158, 171
159, 171
160, 168
161, 166
162, 169
163, 172
164, 167
165, 173
166, 175
167, 174
168, 170
169, 178
170, 174
171, 171
172, 139
173, 104
174, 165
175, 172
176, 172
177, 159
178, 145
179, 146
180, 134
181, 85
182, 142
183, 140
184, 135
185, 144
186, 142
187, 156
188, 177
189, 176
190, 172
191, 171
192, 171
193, 171
194, 172
195, 167
196, 170
197, 164
198, 158
199, 160
200, 169
201, 165
202, 160
203, 163
204, 164
205, 152
206, 149
207, 154
208, 160
209, 157
210, 155
211, 150
212, 152
213, 145
214, 153
215, 164
216, 158
217, 167
218, 177
219, 175
220, 170
221, 166
222, 164
223, 171
224, 161
225, 169
226, 165
227, 169
228, 159
229, 170
230, 170
231, 165
232, 168
233, 171
234, 172
235, 170
236, 161
237, 148
238, 160
239, 165
240, 170
241, 168
242, 166
243, 166
244, 165
245, 164
246, 165
247, 171
248, 171
249, 166
250, 176
251, 173
252, 164
253, 160
254, 163
255, 165
256, 161
257, 169
258, 164
259, 166
260, 168
261, 167
262, 164
263, 164
264, 162
265, 163
266, 158
267, 158
268, 160
269, 165
270, 169
271, 166
272, 170
273, 170
274, 164
275, 170
276, 168
277, 168
278, 169
279, 171
280, 168
281, 169
282, 174
283, 172
284, 166
285, 171
286, 168
287, 167
288, 175
289, 166
290, 166
291, 162
292, 168
293, 163
294, 163
295, 157
296, 164
297, 166
298, 161
299, 163
300, 154
301, 161
302, 108
303, 157
304, 163
305, 171
306, 168
307, 167
308, 167
309, 165
310, 173
311, 171
312, 165
313, 170
314, 170
315, 166
316, 172
317, 165
318, 170
319, 171
320, 164
321, 167
322, 168
323, 165
324, 159
325, 177
326, 179
327, 179
328, 176
329, 172
330, 174
331, 168
