0, 0
5, 0
10, 0
15, 0
20, 0
25, 0
30, 0
35, 1
40, 2
45, 15
50, 39
55, 49
60, 59
65, 39
70, 39
75, 48
80, 64
85, 169
90, 384
95, 800
100, 941
105, 742
110, 427
115, 204
120, 94
125, 50
130, 26
135, 33
140, 29
145, 24
150, 15
155, 27
160, 91
165, 155
170, 133
175, 73
180, 57
185, 29
190, 18
195, 26
200, 11
205, 14
210, 10
215, 7
220, 7
225, 3
230, 2
235, 1
240, 0
245, 2
250, 0
255, 0
260, 3
265, 4
270, 4
275, 5
280, 3
285, 4
290, 1
295, 5
300, 0
305, 3
310, 1
315, 0
320, 0
325, 0
330, 0
335, 0
340, 0
345, 0
350, 0
355, 0
360, 1
365, 0
370, 0
375, 1
380, 0
385, 0
390, 0
395, 0
400, 0
405, 0
410, 0
415, 0
420, 0
425, 0
430, 0
435, 0
440, 1
445, 0
450, 0
455, 0
460, 0
465, 0
470, 0
475, 0
480, 0
485, 1
490, 0
495, 0
500, 0
505, 1
510, 0
515, 0
520, 0
525, 0
530, 0
535, 1
540, 0
545, 0
550, 0
555, 0
560, 0
565, 0
570, 0
575, 0
580, 1
585, 0
590, 1
